期间,国家,主体,供应商,费用类型,FPP场景,Document Category,交易币种,支付币种,Payment Description,Invoice策略,合同号,账单金额(不含税),税额,含税总额,Requester,Business Reviewer,Department,Center,成本中心校验状态,期间一致性状态,金额校验状态,可提交(Y/N),阻断原因
202605,US,Tencent America LLC,Kaiser,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Kaiser Employee Commercial Insurance,WITH INVOICE,,392.77,0,392.77,,,,99300,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,3930.24,0,3930.24,,,,01400,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,02270,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,0740L,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,0740M,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,3930.24,0,3930.24,,,,08000,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,10480.64,0,10480.64,,,,08200,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,08225,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,08263,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,08900,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2620.16,0,2620.16,,,,09R08,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,0B002,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,11790.72,0,11790.72,,,,0B009,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,0B00D,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,9170.56,0,9170.56,,,,0B100,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2620.16,0,2620.16,,,,0BF00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,5240.32,0,5240.32,,,,0CW00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2620.16,0,2620.16,,,,0CX00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,0DG00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,0DX04,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,0EX0C,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,10480.64,0,10480.64,,,,0F300,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,6550.40,0,6550.40,,,,0F407,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,15720.96,0,15720.96,,,,0F408,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,0F409,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,11B00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,3930.24,0,3930.24,,,,11B63,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,5240.32,0,5240.32,,,,11B65,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,10480.64,0,10480.64,,,,11B66,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,10480.64,0,10480.64,,,,11B69,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,3930.24,0,3930.24,,,,11M00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,12200,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2620.16,0,2620.16,,,,13000,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,251535.22,0,251535.22,,,,1300C,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,14410.88,0,14410.88,,,,1300F,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,10480.64,0,10480.64,,,,13023,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,18341.11,0,18341.11,,,,13024,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2620.16,0,2620.16,,,,13S00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,15983,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,13T23,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,14J24,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2620.16,0,2620.16,,,,15900,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,15964,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2620.16,0,2620.16,,,,15966,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,15977,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,16200,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,3930.24,0,3930.24,,,,16364,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,16365,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,3930.24,0,3930.24,,,,16366,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,16400,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,22521,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2620.16,0,2620.16,,,,24307,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,2430D,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2620.16,0,2620.16,,,,24600,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,2460I,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2620.16,0,2620.16,,,,24611,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,24612,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,24613,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,13100.80,0,13100.80,,,,26100,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,40612.46,0,40612.46,,,,26300,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2620.16,0,2620.16,,,,29643,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2620.16,0,2620.16,,,,31400,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,37200,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,37201,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,10480.64,0,10480.64,,,,37213,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,10480.64,0,10480.64,,,,37214,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,53025,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,55242,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,55762,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,17031.04,0,17031.04,,,,56024,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,56414,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,57400,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,6550.40,0,6550.40,,,,57467,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,58100,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,58104,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,58200,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,62929,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,66100,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2620.16,0,2620.16,,,,74261,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,74382,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,76900,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,82100,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,5240.32,0,5240.32,,,,88261,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,6550.40,0,6550.40,,,,89320,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2620.16,0,2620.16,,,,89902,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,91063,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,3930.24,0,3930.24,,,,91800,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2620.16,0,2620.16,,,,93900,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,3930.24,0,3930.24,,,,93960,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,93962,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,93963,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,93965,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,5240.32,0,5240.32,,,,94608,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2620.16,0,2620.16,,,,99300,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2620.16,0,2620.16,,,,S2A00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1310.08,0,1310.08,,,,S2D00,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,3930.24,0,3930.24,,,,S2X61,ok,ok,ok,Y,
202605,US,Tencent America LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1309.88,0,1309.88,,,,S3E00,ok,ok,ok,Y,
202605,US,Proxima Beta U.S. LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1166.75,0,1166.75,,,,09B00,ok,ok,ok,Y,
202605,US,Proxima Beta U.S. LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1166.75,0,1166.75,,,,0DI00,ok,ok,ok,Y,
202605,US,Proxima Beta U.S. LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2333.50,0,2333.50,,,,0FN00,ok,ok,ok,Y,
202605,US,Proxima Beta U.S. LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,3500.24,0,3500.24,,,,0FR00,ok,ok,ok,Y,
202605,US,Proxima Beta U.S. LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1166.75,0,1166.75,,,,0FV00,ok,ok,ok,Y,
202605,US,Proxima Beta U.S. LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2333.50,0,2333.50,,,,0H000,ok,ok,ok,Y,
202605,US,Proxima Beta U.S. LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1166.75,0,1166.75,,,,11B6A,ok,ok,ok,Y,
202605,US,Proxima Beta U.S. LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1166.75,0,1166.75,,,,12000,ok,ok,ok,Y,
202605,US,Proxima Beta U.S. LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2333.50,0,2333.50,,,,12201,ok,ok,ok,Y,
202605,US,Proxima Beta U.S. LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2333.50,0,2333.50,,,,12Z00,ok,ok,ok,Y,
202605,US,Proxima Beta U.S. LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,16334.44,0,16334.44,,,,13A00,ok,ok,ok,Y,
202605,US,Proxima Beta U.S. LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1166.75,0,1166.75,,,,86700,ok,ok,ok,Y,
202605,US,Proxima Beta U.S. LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,12834.21,0,12834.21,,,,86722,ok,ok,ok,Y,
202605,US,Proxima Beta U.S. LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,3500.24,0,3500.24,,,,87000,ok,ok,ok,Y,
202605,US,Proxima Beta U.S. LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,3500.24,0,3500.24,,,,88600,ok,ok,ok,Y,
202605,US,Proxima Beta U.S. LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,4666.90,0,4666.90,,,,99300,ok,ok,ok,Y,
202605,US,Tencent Cloud LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,3663.39,0,3663.39,,,,05009,ok,ok,ok,Y,
202605,US,Tencent Cloud LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1221.13,0,1221.13,,,,09R07,ok,ok,ok,Y,
202605,US,Tencent Cloud LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1221.13,0,1221.13,,,,09R08,ok,ok,ok,Y,
202605,US,Tencent Cloud LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1221.13,0,1221.13,,,,0C901,ok,ok,ok,Y,
202605,US,Tencent Cloud LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1221.13,0,1221.13,,,,13T23,ok,ok,ok,Y,
202605,US,Tencent Cloud LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1221.13,0,1221.13,,,,31200,ok,ok,ok,Y,
202605,US,Tencent Cloud LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1221.13,0,1221.13,,,,37213,ok,ok,ok,Y,
202605,US,Tencent Cloud LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2442.26,0,2442.26,,,,37214,ok,ok,ok,Y,
202605,US,Tencent Cloud LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1221.13,0,1221.13,,,,37217,ok,ok,ok,Y,
202605,US,Tencent Cloud LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,18316.92,0,18316.92,,,,55242,ok,ok,ok,Y,
202605,US,Tencent Cloud LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,2442.26,0,2442.26,,,,71745,ok,ok,ok,Y,
202605,US,Tencent Cloud LLC,Anthem,Employee Commercial Insurance,Benefits Insurance,Invoice,USD,USD,Anthem Employee Commercial Insurance,WITH INVOICE,,1221.13,0,1221.13,,,,72201,ok,ok,ok,Y,
